"","name","Yr","AvgSlPr"
"1029","MID BEACON HILL",2002,207841.056680162
"1030","MID BEACON HILL",2003,215636.439516129
"1031","MID BEACON HILL",2004,254203.86259542
"1032","MID BEACON HILL",2005,372968.80887372
"1033","MID BEACON HILL",2006,328893.147410359
"1034","MID BEACON HILL",2007,370641.086206897
"1035","MID BEACON HILL",2008,326874.071942446
"1036","MID BEACON HILL",2009,291338.552238806
"1037","MID BEACON HILL",2010,383934.5625
"1038","MID BEACON HILL",2011,252195.559440559
"1039","MID BEACON HILL",2012,260616.624277457
"1040","MID BEACON HILL",2013,282147.725118483
"1041","MID BEACON HILL",2014,333178.685185185
"1042","MID BEACON HILL",2015,409675.163934426
"1043","MID BEACON HILL",2016,455225.433497537
"1044","MID BEACON HILL",2017,675722.215469613
"1045","MID BEACON HILL",2018,585869.490196078
"1046","MILLER PARK",1978,40000
"1047","MILLER PARK",1982,123910
"1048","MILLER PARK",1983,94794.8695652174
"1049","MILLER PARK",1984,131694.8
"1050","MILLER PARK",1985,151605.263157895
"1051","MILLER PARK",1986,137894.827586207
"1052","MILLER PARK",1987,140927.035714286
"1053","MILLER PARK",1988,165008.034482759
"1054","MILLER PARK",1989,161529.5
"1055","MILLER PARK",1990,233984.772727273
"1056","MILLER PARK",1991,235532.75862069
"1057","MILLER PARK",1992,242290.571428571
"1058","MILLER PARK",1993,249143.290697674
"1059","MILLER PARK",1994,249959.386363636
"1060","MILLER PARK",1995,261383.818181818
"1061","MILLER PARK",1996,257782.961538462
"1062","MILLER PARK",1997,342085.042553191
"1063","MILLER PARK",1998,414231.365591398
"1064","MILLER PARK",1999,407835.613636364
"1065","MILLER PARK",2000,551262.625
"1066","MILLER PARK",2001,530692.234567901
"1067","MILLER PARK",2002,601530.623529412
"1068","MILLER PARK",2003,561523.152941176
"1069","MILLER PARK",2004,623680.25
"1070","MILLER PARK",2005,780445.524271845
"1071","MILLER PARK",2006,814957.838709677
"1072","MILLER PARK",2007,986844.426829268
"1073","MILLER PARK",2008,784250.423728814
"1074","MILLER PARK",2009,924776.089285714
"1075","MILLER PARK",2010,770873.5
"1076","MILLER PARK",2011,706760.75862069
"1077","MILLER PARK",2012,814612.217948718
"1078","MILLER PARK",2013,896859.12987013
"1079","MILLER PARK",2014,985083.753246753
"1080","MILLER PARK",2015,1143189.85294118
"1081","MILLER PARK",2016,1147132.98701299
"1082","MILLER PARK",2017,1147375.83928571
"1083","MILLER PARK",2018,1497848.46153846
"1084","MONTLAKE/PORTAGE BAY",1982,140714.285714286
"1085","MONTLAKE/PORTAGE BAY",1983,144334.884615385
"1086","MONTLAKE/PORTAGE BAY",1984,126578.571428571
"1087","MONTLAKE/PORTAGE BAY",1985,140956.870967742
"1088","MONTLAKE/PORTAGE BAY",1986,145460.545454545
"1089","MONTLAKE/PORTAGE BAY",1987,151672.666666667
"1090","MONTLAKE/PORTAGE BAY",1988,179230.24137931
"1091","MONTLAKE/PORTAGE BAY",1989,217218.571428571
"1092","MONTLAKE/PORTAGE BAY",1990,315003.846153846
"1093","MONTLAKE/PORTAGE BAY",1991,307633.75
"1094","MONTLAKE/PORTAGE BAY",1992,244232.19047619
"1095","MONTLAKE/PORTAGE BAY",1993,316349.025862069
"1096","MONTLAKE/PORTAGE BAY",1994,265895.817391304
"1097","MONTLAKE/PORTAGE BAY",1995,335993.47008547
"1098","MONTLAKE/PORTAGE BAY",1996,312733.492307692
"1099","MONTLAKE/PORTAGE BAY",1997,377933.914893617
"1100","MONTLAKE/PORTAGE BAY",1998,407481.2
"1101","MONTLAKE/PORTAGE BAY",1999,496308
"1102","MONTLAKE/PORTAGE BAY",2000,576026.94017094
"1103","MONTLAKE/PORTAGE BAY",2001,536618.295918367
"1104","MONTLAKE/PORTAGE BAY",2002,510429.612403101
"1105","MONTLAKE/PORTAGE BAY",2003,573639.140740741
"1106","MONTLAKE/PORTAGE BAY",2004,638977.237179487
"1107","MONTLAKE/PORTAGE BAY",2005,710623.872180451
"1108","MONTLAKE/PORTAGE BAY",2006,833094.246031746
"1109","MONTLAKE/PORTAGE BAY",2007,903822.202247191
"1110","MONTLAKE/PORTAGE BAY",2008,770459.037735849
"1111","MONTLAKE/PORTAGE BAY",2009,732532.14516129
"1112","MONTLAKE/PORTAGE BAY",2010,769372.96875
"1113","MONTLAKE/PORTAGE BAY",2011,709852.222222222
"1114","MONTLAKE/PORTAGE BAY",2012,775963.354545454
"1115","MONTLAKE/PORTAGE BAY",2013,802528.2265625
"1116","MONTLAKE/PORTAGE BAY",2014,908416.297029703
"1117","MONTLAKE/PORTAGE BAY",2015,979444.942307692
"1118","MONTLAKE/PORTAGE BAY",2016,1139181.02678571
"1119","MONTLAKE/PORTAGE BAY",2017,1276280.70103093
"1120","MONTLAKE/PORTAGE BAY",2018,1446199.46153846
"1121","MORGAN",1981,11300
"1122","MORGAN",1982,65676
"1123","MORGAN",1983,79719.5588235294
"1124","MORGAN",1984,87611.26
"1125","MORGAN",1985,90573.75
"1126","MORGAN",1986,87881.186440678
"1127","MORGAN",1987,88076.25
"1128","MORGAN",1988,90588.9655172414
"1129","MORGAN",1989,116726.837837838
"1130","MORGAN",1990,169624.371428571
"1131","MORGAN",1991,150350
"1132","MORGAN",1992,163432.683636364
"1133","MORGAN",1993,155597.387453875
"1134","MORGAN",1994,158447.6
"1135","MORGAN",1995,165352.98206278
"1136","MORGAN",1996,181518.542857143
"1137","MORGAN",1997,196900.800643087
"1138","MORGAN",1998,231467.289719626
"1139","MORGAN",1999,249728.312292359
"1140","MORGAN",2000,281516.397379913
"1141","MORGAN",2001,264098.124031008
"1142","MORGAN",2002,316057.443396226
"1143","MORGAN",2003,333183.439873418
"1144","MORGAN",2004,375264.889534884
"1145","MORGAN",2005,458237.880503145
"1146","MORGAN",2006,508312.583643123
"1147","MORGAN",2007,518518.914529915
"1148","MORGAN",2008,485787.734567901
"1149","MORGAN",2009,435916.918478261
"1150","MORGAN",2010,429597.912408759
"1151","MORGAN",2011,407987.452229299
"1152","MORGAN",2012,404375.923444976
"1153","MORGAN",2013,480960.779166667
"1154","MORGAN",2014,514824.452674897
"1155","MORGAN",2015,579617.211111111
"1156","MORGAN",2016,655477.602189781
"1157","MORGAN",2017,702666.856060606
"1158","MORGAN",2018,772282
"1159","MOUNT BAKER",1964,22000
"1160","MOUNT BAKER",1982,111090.714285714
"1161","MOUNT BAKER",1983,156000
"1162","MOUNT BAKER",1984,125210.692307692
"1163","MOUNT BAKER",1985,110493.47826087
"1164","MOUNT BAKER",1986,120245.540540541
"1165","MOUNT BAKER",1987,149440.421052632
"1166","MOUNT BAKER",1988,140929.895833333
"1167","MOUNT BAKER",1989,199680.769230769
"1168","MOUNT BAKER",1990,200890
"1169","MOUNT BAKER",1991,218317.857142857
"1170","MOUNT BAKER",1992,180950.025
"1171","MOUNT BAKER",1993,220463.840909091
"1172","MOUNT BAKER",1994,154001.25
"1173","MOUNT BAKER",1995,197001.236842105
"1174","MOUNT BAKER",1996,195960.763358779
"1175","MOUNT BAKER",1997,241626.490909091
"1176","MOUNT BAKER",1998,241678.802325581
"1177","MOUNT BAKER",1999,307405.901408451
"1178","MOUNT BAKER",2000,387534.431654676
"1179","MOUNT BAKER",2001,371822.81443299
"1180","MOUNT BAKER",2002,443918.740458015
"1181","MOUNT BAKER",2003,396192.704819277
"1182","MOUNT BAKER",2004,474534.24691358
"1183","MOUNT BAKER",2005,574232.50310559
"1184","MOUNT BAKER",2006,629266.365853659
"1185","MOUNT BAKER",2007,665010.540983607
"1186","MOUNT BAKER",2008,656248.533333333
"1187","MOUNT BAKER",2009,558707.164556962
"1188","MOUNT BAKER",2010,567093.264705882
"1189","MOUNT BAKER",2011,556878.873563218
"1190","MOUNT BAKER",2012,523247.991803279
"1191","MOUNT BAKER",2013,610168.4
"1192","MOUNT BAKER",2014,734326.536585366
"1193","MOUNT BAKER",2015,773823.824675325
"1194","MOUNT BAKER",2016,814885.492537313
"1195","MOUNT BAKER",2017,851706.018072289
"1196","MOUNT BAKER",2018,1011020.08080808
"1197","MT BAKER/NORTH RAINIER",1983,76000
"1198","MT BAKER/NORTH RAINIER",1987,69000
"1199","MT BAKER/NORTH RAINIER",1988,145000
"1200","MT BAKER/NORTH RAINIER",1989,45000
"1201","MT BAKER/NORTH RAINIER",1990,52550
"1202","MT BAKER/NORTH RAINIER",1991,927000
"1203","MT BAKER/NORTH RAINIER",1992,42411.5384615385
"1204","MT BAKER/NORTH RAINIER",1993,129300
"1205","MT BAKER/NORTH RAINIER",1994,135056.25
"1206","MT BAKER/NORTH RAINIER",1995,149601.142857143
"1207","MT BAKER/NORTH RAINIER",1996,130693.130434783
"1208","MT BAKER/NORTH RAINIER",1997,128716.794871795
"1209","MT BAKER/NORTH RAINIER",1998,151535.714285714
"1210","MT BAKER/NORTH RAINIER",1999,222596.538461538
"1211","MT BAKER/NORTH RAINIER",2000,243607.636363636
"1212","MT BAKER/NORTH RAINIER",2001,296368.333333333
"1213","MT BAKER/NORTH RAINIER",2002,307667.7
"1214","MT BAKER/NORTH RAINIER",2003,289135.714285714
"1215","MT BAKER/NORTH RAINIER",2004,336276.416666667
"1216","MT BAKER/NORTH RAINIER",2005,333641.3125
"1217","MT BAKER/NORTH RAINIER",2006,525912
"1218","MT BAKER/NORTH RAINIER",2007,625037.076923077
"1219","MT BAKER/NORTH RAINIER",2008,339519.9
"1220","MT BAKER/NORTH RAINIER",2009,337700
"1221","MT BAKER/NORTH RAINIER",2010,534718.181818182
"1222","MT BAKER/NORTH RAINIER",2011,359873.166666667
"1223","MT BAKER/NORTH RAINIER",2012,484250
"1224","MT BAKER/NORTH RAINIER",2013,463692.857142857
"1225","MT BAKER/NORTH RAINIER",2014,428250
"1226","MT BAKER/NORTH RAINIER",2015,677627.333333333
"1227","MT BAKER/NORTH RAINIER",2016,506656.25
"1228","MT BAKER/NORTH RAINIER",2017,915433.857142857
"1229","MT BAKER/NORTH RAINIER",2018,910222.222222222
"1230","NEW HOLLY",1985,37500
"1231","NEW HOLLY",1986,59000
"1232","NEW HOLLY",1988,53800
"1233","NEW HOLLY",1989,51000
"1234","NEW HOLLY",1990,102942.857142857
"1235","NEW HOLLY",1991,112000
"1236","NEW HOLLY",1992,143500
"1237","NEW HOLLY",1993,97750
"1238","NEW HOLLY",1994,107500
"1239","NEW HOLLY",1995,99166.6666666667
"1240","NEW HOLLY",1996,97333.3333333333
"1241","NEW HOLLY",1997,90462.5
"1242","NEW HOLLY",1998,134600
"1243","NEW HOLLY",1999,185538.888888889
"1244","NEW HOLLY",2000,209535.297297297
"1245","NEW HOLLY",2001,216053.0625
"1246","NEW HOLLY",2002,208224.769230769
"1247","NEW HOLLY",2003,340800.944444444
"1248","NEW HOLLY",2004,265527.272727273
"1249","NEW HOLLY",2005,320764.265306122
"1250","NEW HOLLY",2006,359296.32
"1251","NEW HOLLY",2007,391469.041666667
"1252","NEW HOLLY",2008,387090.818181818
"1253","NEW HOLLY",2009,340939.176470588
"1254","NEW HOLLY",2010,386709.756756757
"1255","NEW HOLLY",2011,326402.296296296
"1256","NEW HOLLY",2012,284143.857142857
"1257","NEW HOLLY",2013,283079.75
"1258","NEW HOLLY",2014,297281.789473684
"1259","NEW HOLLY",2015,357121.038461538
"1260","NEW HOLLY",2016,413137.222222222
"1261","NEW HOLLY",2017,491089.95
"1262","NEW HOLLY",2018,611036.764705882
"1263","NORTH ADMIRAL",1966,15000
"1264","NORTH ADMIRAL",1981,51950
"1265","NORTH ADMIRAL",1982,81384.6153846154
"1266","NORTH ADMIRAL",1983,84394.9782608696
"1267","NORTH ADMIRAL",1984,79848.5714285714
"1268","NORTH ADMIRAL",1985,81789.3157894737
"1269","NORTH ADMIRAL",1986,97617.1896551724
"1270","NORTH ADMIRAL",1987,104958.8125
"1271","NORTH ADMIRAL",1988,122784.415584416
"1272","NORTH ADMIRAL",1989,130383.037037037
"1273","NORTH ADMIRAL",1990,198902.163265306
"1274","NORTH ADMIRAL",1991,172165.34375
"1275","NORTH ADMIRAL",1992,174243.691304348
"1276","NORTH ADMIRAL",1993,185433.504807692
"1277","NORTH ADMIRAL",1994,191713.468599034
"1278","NORTH ADMIRAL",1995,195977.65158371
"1279","NORTH ADMIRAL",1996,198056.590551181
"1280","NORTH ADMIRAL",1997,214847.260162602
"1281","NORTH ADMIRAL",1998,242349.267973856
"1282","NORTH ADMIRAL",1999,288201.735849057
"1283","NORTH ADMIRAL",2000,324598.327402135
"1284","NORTH ADMIRAL",2001,337371.5625
"1285","NORTH ADMIRAL",2002,368793.148550725
"1286","NORTH ADMIRAL",2003,376960.573529412
"1287","NORTH ADMIRAL",2004,434015.971153846
"1288","NORTH ADMIRAL",2005,466342.975177305
"1289","NORTH ADMIRAL",2006,561999.485294118
"1290","NORTH ADMIRAL",2007,597496.674528302
"1291","NORTH ADMIRAL",2008,557342.852760736
"1292","NORTH ADMIRAL",2009,491724.062015504
"1293","NORTH ADMIRAL",2010,467197.360946746
"1294","NORTH ADMIRAL",2011,477545.686746988
"1295","NORTH ADMIRAL",2012,493824.524509804
"1296","NORTH ADMIRAL",2013,516485.614718615
"1297","NORTH ADMIRAL",2014,600362.777310924
"1298","NORTH ADMIRAL",2015,665538.627659575
"1299","NORTH ADMIRAL",2016,726028.570815451
"1300","NORTH ADMIRAL",2017,792578.822727273
"1301","NORTH ADMIRAL",2018,849525.340909091
"1302","NORTH BEACON HILL",1976,12000
"1303","NORTH BEACON HILL",1979,12150
"1304","NORTH BEACON HILL",1982,53625
"1305","NORTH BEACON HILL",1983,60618.4210526316
"1306","NORTH BEACON HILL",1984,52423.6842105263
"1307","NORTH BEACON HILL",1985,60318.1818181818
"1308","NORTH BEACON HILL",1986,60467.8679245283
"1309","NORTH BEACON HILL",1987,62990.7692307692
"1310","NORTH BEACON HILL",1988,71709.3548387097
"1311","NORTH BEACON HILL",1989,76643.0666666667
"1312","NORTH BEACON HILL",1990,120362.068965517
"1313","NORTH BEACON HILL",1991,101981.216216216
"1314","NORTH BEACON HILL",1992,102059.901098901
"1315","NORTH BEACON HILL",1993,110750.510204082
"1316","NORTH BEACON HILL",1994,103864.607692308
"1317","NORTH BEACON HILL",1995,117014.622641509
"1318","NORTH BEACON HILL",1996,113549.172727273
"1319","NORTH BEACON HILL",1997,126636.026086957
"1320","NORTH BEACON HILL",1998,146067.506493506
"1321","NORTH BEACON HILL",1999,174889.466101695
"1322","NORTH BEACON HILL",2000,208238.720588235
"1323","NORTH BEACON HILL",2001,192868.364485981
"1324","NORTH BEACON HILL",2002,217040.396396396
"1325","NORTH BEACON HILL",2003,228810.765625
"1326","NORTH BEACON HILL",2004,261059.627586207
"1327","NORTH BEACON HILL",2005,306971.633986928
"1328","NORTH BEACON HILL",2006,360038.815384615
"1329","NORTH BEACON HILL",2007,350031.592920354
"1330","NORTH BEACON HILL",2008,401656.373134328
"1331","NORTH BEACON HILL",2009,340762.197368421
"1332","NORTH BEACON HILL",2010,335228.204819277
"1333","NORTH BEACON HILL",2011,291234.126760563
"1334","NORTH BEACON HILL",2012,279444.907216495
"1335","NORTH BEACON HILL",2013,329595.945736434
"1336","NORTH BEACON HILL",2014,391443.519736842
"1337","NORTH BEACON HILL",2015,492843.345679012
"1338","NORTH BEACON HILL",2016,562591.306358382
"1339","NORTH BEACON HILL",2017,658007.936170213
"1340","NORTH BEACON HILL",2018,752324.848275862
"1341","NORTH BEACON/JEFFERSON PARK",1972,3500
"1342","NORTH BEACON/JEFFERSON PARK",1983,50000
"1343","NORTH BEACON/JEFFERSON PARK",1984,20000
"1344","NORTH BEACON/JEFFERSON PARK",1985,32000
"1345","NORTH BEACON/JEFFERSON PARK",1987,41725
"1346","NORTH BEACON/JEFFERSON PARK",1988,58990
"1347","NORTH BEACON/JEFFERSON PARK",1989,55000
"1348","NORTH BEACON/JEFFERSON PARK",1991,833666.666666667
"1349","NORTH BEACON/JEFFERSON PARK",1992,62125
"1350","NORTH BEACON/JEFFERSON PARK",1993,66333.3333333333
"1351","NORTH BEACON/JEFFERSON PARK",1994,78661.75
"1352","NORTH BEACON/JEFFERSON PARK",1995,53322.5555555556
"1353","NORTH BEACON/JEFFERSON PARK",1996,95400.2352941177
"1354","NORTH BEACON/JEFFERSON PARK",1997,110593.75
"1355","NORTH BEACON/JEFFERSON PARK",1998,153317.173913043
"1356","NORTH BEACON/JEFFERSON PARK",1999,182520.75
"1357","NORTH BEACON/JEFFERSON PARK",2000,189440.714285714
"1358","NORTH BEACON/JEFFERSON PARK",2001,189064.5
"1359","NORTH BEACON/JEFFERSON PARK",2002,216800
"1360","NORTH BEACON/JEFFERSON PARK",2003,211942.125
"1361","NORTH BEACON/JEFFERSON PARK",2004,267535.714285714
"1362","NORTH BEACON/JEFFERSON PARK",2005,338794.444444444
"1363","NORTH BEACON/JEFFERSON PARK",2006,342750
"1364","NORTH BEACON/JEFFERSON PARK",2007,422975
"1365","NORTH BEACON/JEFFERSON PARK",2008,346652.857142857
"1366","NORTH BEACON/JEFFERSON PARK",2009,440333.333333333
"1367","NORTH BEACON/JEFFERSON PARK",2010,327908.333333333
"1368","NORTH BEACON/JEFFERSON PARK",2011,308328.5
"1369","NORTH BEACON/JEFFERSON PARK",2012,288993
"1370","NORTH BEACON/JEFFERSON PARK",2013,295000
"1371","NORTH BEACON/JEFFERSON PARK",2014,413800
"1372","NORTH BEACON/JEFFERSON PARK",2015,503793.333333333
"1373","NORTH BEACON/JEFFERSON PARK",2016,607250
"1374","NORTH BEACON/JEFFERSON PARK",2017,689013.75
"1375","NORTH BEACON/JEFFERSON PARK",2018,901750
"1376","NORTH CAPITOL HILL",1982,154750
"1377","NORTH CAPITOL HILL",1983,188187.5
"1378","NORTH CAPITOL HILL",1984,150416.666666667
"1379","NORTH CAPITOL HILL",1985,204428.571428571
"1380","NORTH CAPITOL HILL",1986,173122.222222222
"1381","NORTH CAPITOL HILL",1987,210464.285714286
"1382","NORTH CAPITOL HILL",1988,245576.666666667
"1383","NORTH CAPITOL HILL",1989,308666.666666667
"1384","NORTH CAPITOL HILL",1990,432178.571428571
"1385","NORTH CAPITOL HILL",1991,453500
"1386","NORTH CAPITOL HILL",1992,339487.675
"1387","NORTH CAPITOL HILL",1993,377991.468085106
"1388","NORTH CAPITOL HILL",1994,477370.212765957
"1389","NORTH CAPITOL HILL",1995,379365.714285714
"1390","NORTH CAPITOL HILL",1996,428448.456521739
"1391","NORTH CAPITOL HILL",1997,402651.115384615
"1392","NORTH CAPITOL HILL",1998,559052.74
"1393","NORTH CAPITOL HILL",1999,662398.216666667
"1394","NORTH CAPITOL HILL",2000,744764.234042553
"1395","NORTH CAPITOL HILL",2001,937428.947368421
"1396","NORTH CAPITOL HILL",2002,730355.621621622
"1397","NORTH CAPITOL HILL",2003,765719.175
"1398","NORTH CAPITOL HILL",2004,942168.75
"1399","NORTH CAPITOL HILL",2005,1031347.75925926
"1400","NORTH CAPITOL HILL",2006,1055985.28571429
"1401","NORTH CAPITOL HILL",2007,1143335.36363636
"1402","NORTH CAPITOL HILL",2008,1104067.2
"1403","NORTH CAPITOL HILL",2009,1144377.57894737
"1404","NORTH CAPITOL HILL",2010,1119263.11764706
"1405","NORTH CAPITOL HILL",2011,858985.181818182
"1406","NORTH CAPITOL HILL",2012,910233.870967742
"1407","NORTH CAPITOL HILL",2013,1046919.60526316
"1408","NORTH CAPITOL HILL",2014,1520309.90625
"1409","NORTH CAPITOL HILL",2015,1182507.57575758
"1410","NORTH CAPITOL HILL",2016,1187163.69230769
"1411","NORTH CAPITOL HILL",2017,1449067.19298246
"1412","NORTH CAPITOL HILL",2018,1498105.30612245
"1413","NORTH DELRIDGE",1982,76890.5714285714
"1414","NORTH DELRIDGE",1983,43145.4545454545
"1415","NORTH DELRIDGE",1984,48762.5
"1416","NORTH DELRIDGE",1985,46375
"1417","NORTH DELRIDGE",1986,65905.2631578947
"1418","NORTH DELRIDGE",1987,66507.7931034483
"1419","NORTH DELRIDGE",1988,55253.3181818182
"1420","NORTH DELRIDGE",1989,82044.8958333333
"1421","NORTH DELRIDGE",1990,88983.6363636364
"1422","NORTH DELRIDGE",1991,113979.821428571
"1423","NORTH DELRIDGE",1992,98580.96875
"1424","NORTH DELRIDGE",1993,101110.990566038
"1425","NORTH DELRIDGE",1994,96458.5454545455
"1426","NORTH DELRIDGE",1995,101865.254716981
"1427","NORTH DELRIDGE",1996,107420.085106383
"1428","NORTH DELRIDGE",1997,115061.491071429
"1429","NORTH DELRIDGE",1998,119555.1953125
"1430","NORTH DELRIDGE",1999,138926.277777778
"1431","NORTH DELRIDGE",2000,151652.788617886
"1432","NORTH DELRIDGE",2001,165794.873417722
"1433","NORTH DELRIDGE",2002,198075.808695652
"1434","NORTH DELRIDGE",2003,198849.222222222
"1435","NORTH DELRIDGE",2004,230342.721804511
"1436","NORTH DELRIDGE",2005,272173.962732919
"1437","NORTH DELRIDGE",2006,325964.340136054
"1438","NORTH DELRIDGE",2007,373384.532786885
"1439","NORTH DELRIDGE",2008,302422.054794521
"1440","NORTH DELRIDGE",2009,271993.769230769
"1441","NORTH DELRIDGE",2010,265220.85106383
"1442","NORTH DELRIDGE",2011,225959.066666667
"1443","NORTH DELRIDGE",2012,243538.175675676
"1444","NORTH DELRIDGE",2013,269733.566666667
"1445","NORTH DELRIDGE",2014,319703.185185185
"1446","NORTH DELRIDGE",2015,383719.764705882
"1447","NORTH DELRIDGE",2016,449642.020689655
"1448","NORTH DELRIDGE",2017,543974.236842105
"1449","NORTH DELRIDGE",2018,617453.656
"1450","NORTHGATE",1973,13000
"1451","NORTHGATE",1975,7700
"1452","NORTHGATE",1981,57500
"1453","NORTHGATE",1982,76060.303030303
"1454","NORTHGATE",1983,73236.5079365079
"1455","NORTHGATE",1984,78919.1463414634
"1456","NORTHGATE",1985,77336.1028037383
"1457","NORTHGATE",1986,1851320.86086957
"1458","NORTHGATE",1987,78897.7477477478
"1459","NORTHGATE",1988,94782.9203539823
"1460","NORTHGATE",1989,109658.509433962
"1461","NORTHGATE",1990,147056.723214286
"1462","NORTHGATE",1991,143983.88590604
"1463","NORTHGATE",1992,136123.085510689
"1464","NORTHGATE",1993,138097.612612613
"1465","NORTHGATE",1994,139359.591687042
"1466","NORTHGATE",1995,143944.890995261
"1467","NORTHGATE",1996,150664.477477477
"1468","NORTHGATE",1997,162703.913907285
"1469","NORTHGATE",1998,183949.758747698
"1470","NORTHGATE",1999,217923.678496868
"1471","NORTHGATE",2000,234021.492027335
"1472","NORTHGATE",2001,252273.322939866
"1473","NORTHGATE",2002,260715.791512915
"1474","NORTHGATE",2003,270117.221590909
"1475","NORTHGATE",2004,301164.149618321
"1476","NORTHGATE",2005,355135.237717908
"1477","NORTHGATE",2006,398811.195171026
"1478","NORTHGATE",2007,406312.861985472
"1479","NORTHGATE",2008,398851.32155477
"1480","NORTHGATE",2009,382105.061371841
"1481","NORTHGATE",2010,336156.995901639
"1482","NORTHGATE",2011,330424.76284585
"1483","NORTHGATE",2012,352354.14
"1484","NORTHGATE",2013,393410.009478673
"1485","NORTHGATE",2014,423657.185031185
"1486","NORTHGATE",2015,471899.787946429
"1487","NORTHGATE",2016,563731.197674419
"1488","NORTHGATE",2017,641571.659388646
"1489","NORTHGATE",2018,730888.579881657
"1490","PHINNEY RIDGE",1977,16725
"1491","PHINNEY RIDGE",1981,76000
"1492","PHINNEY RIDGE",1982,78163.75
"1493","PHINNEY RIDGE",1983,84099.84375
"1494","PHINNEY RIDGE",1984,73177.6315789474
"1495","PHINNEY RIDGE",1985,80275.8055555556
"1496","PHINNEY RIDGE",1986,81763.6206896552
"1497","PHINNEY RIDGE",1987,94988.3561643836
"1498","PHINNEY RIDGE",1988,100898.537313433
"1499","PHINNEY RIDGE",1989,122145.691176471
"1500","PHINNEY RIDGE",1990,168952.384615385
"1501","PHINNEY RIDGE",1991,152959.085714286
"1502","PHINNEY RIDGE",1992,157968.551111111
"1503","PHINNEY RIDGE",1993,153965.837837838
"1504","PHINNEY RIDGE",1994,162364.401960784
"1505","PHINNEY RIDGE",1995,168401.4375
"1506","PHINNEY RIDGE",1996,184180.013986014
"1507","PHINNEY RIDGE",1997,202604.328502415
"1508","PHINNEY RIDGE",1998,238187.606060606
