"","name","Yr","AvgSlPr"
"1509","PHINNEY RIDGE",1999,262192.471615721
"1510","PHINNEY RIDGE",2000,320280.661764706
"1511","PHINNEY RIDGE",2001,308056.848167539
"1512","PHINNEY RIDGE",2002,344068.327731092
"1513","PHINNEY RIDGE",2003,365315.348258706
"1514","PHINNEY RIDGE",2004,426236.21182266
"1515","PHINNEY RIDGE",2005,470180.953608247
"1516","PHINNEY RIDGE",2006,538161.35828877
"1517","PHINNEY RIDGE",2007,576972.032467532
"1518","PHINNEY RIDGE",2008,570355.904761905
"1519","PHINNEY RIDGE",2009,522472.321428571
"1520","PHINNEY RIDGE",2010,510630.061946903
"1521","PHINNEY RIDGE",2011,472794.114285714
"1522","PHINNEY RIDGE",2012,501301.023622047
"1523","PHINNEY RIDGE",2013,578882.810126582
"1524","PHINNEY RIDGE",2014,627081.706293706
"1525","PHINNEY RIDGE",2015,820607.014388489
"1526","PHINNEY RIDGE",2016,778817.465277778
"1527","PHINNEY RIDGE",2017,903389.096
"1528","PHINNEY RIDGE",2018,1006860.64566929
"1529","PIGEON POINT",1982,33500
"1530","PIGEON POINT",1983,93070
"1531","PIGEON POINT",1984,31854.5
"1532","PIGEON POINT",1985,46000
"1533","PIGEON POINT",1986,50125
"1534","PIGEON POINT",1987,42545
"1535","PIGEON POINT",1988,42340
"1536","PIGEON POINT",1989,69064.2857142857
"1537","PIGEON POINT",1990,111583.333333333
"1538","PIGEON POINT",1991,142842.5
"1539","PIGEON POINT",1992,102638.173913043
"1540","PIGEON POINT",1993,84690.0666666667
"1541","PIGEON POINT",1994,102382.421052632
"1542","PIGEON POINT",1995,85045.2857142857
"1543","PIGEON POINT",1996,131205.44
"1544","PIGEON POINT",1997,115631.347826087
"1545","PIGEON POINT",1998,120785.027777778
"1546","PIGEON POINT",1999,154289.871794872
"1547","PIGEON POINT",2000,175365.048780488
"1548","PIGEON POINT",2001,164851.620689655
"1549","PIGEON POINT",2002,211269.545454545
"1550","PIGEON POINT",2003,205954.317073171
"1551","PIGEON POINT",2004,261452.777777778
"1552","PIGEON POINT",2005,303517.068181818
"1553","PIGEON POINT",2006,265931
"1554","PIGEON POINT",2007,316141.918918919
"1555","PIGEON POINT",2008,285948.842105263
"1556","PIGEON POINT",2009,322522.5
"1557","PIGEON POINT",2010,340380.421052632
"1558","PIGEON POINT",2011,299907.777777778
"1559","PIGEON POINT",2012,329668.935483871
"1560","PIGEON POINT",2013,459674.804878049
"1561","PIGEON POINT",2014,269141.071428571
"1562","PIGEON POINT",2015,687901.833333333
"1563","PIGEON POINT",2016,451628.724137931
"1564","PIGEON POINT",2017,628361.769230769
"1565","PIGEON POINT",2018,614924.755555556
"1566","QUEEN ANNE",1966,19000
"1567","QUEEN ANNE",1971,15000
"1568","QUEEN ANNE",1982,96960.1063829787
"1569","QUEEN ANNE",1983,106103.030769231
"1570","QUEEN ANNE",1984,145093.981481481
"1571","QUEEN ANNE",1985,120181.768292683
"1572","QUEEN ANNE",1986,129732.09
"1573","QUEEN ANNE",1987,123148.23255814
"1574","QUEEN ANNE",1988,133761.531914894
"1575","QUEEN ANNE",1989,182977.087378641
"1576","QUEEN ANNE",1990,230068.75
"1577","QUEEN ANNE",1991,260091.731182796
"1578","QUEEN ANNE",1992,248963.936708861
"1579","QUEEN ANNE",1993,231764.829652997
"1580","QUEEN ANNE",1994,241156.823529412
"1581","QUEEN ANNE",1995,253691.799342105
"1582","QUEEN ANNE",1996,259620.844875346
"1583","QUEEN ANNE",1997,302979.400552486
"1584","QUEEN ANNE",1998,372856.511688312
"1585","QUEEN ANNE",1999,404420.672680412
"1586","QUEEN ANNE",2000,511042.787172012
"1587","QUEEN ANNE",2001,507689.771875
"1588","QUEEN ANNE",2002,484484.138888889
"1589","QUEEN ANNE",2003,519188.363636364
"1590","QUEEN ANNE",2004,560500.651658768
"1591","QUEEN ANNE",2005,682363.034965035
"1592","QUEEN ANNE",2006,760781.763736264
"1593","QUEEN ANNE",2007,861132.182724252
"1594","QUEEN ANNE",2008,827993.963302752
"1595","QUEEN ANNE",2009,719375.796380091
"1596","QUEEN ANNE",2010,765906.268867925
"1597","QUEEN ANNE",2011,722045.178899083
"1598","QUEEN ANNE",2012,756173.75257732
"1599","QUEEN ANNE",2013,790000.808259587
"1600","QUEEN ANNE",2014,939689.438848921
"1601","QUEEN ANNE",2015,1026985.71428571
"1602","QUEEN ANNE",2016,1128201.74193548
"1603","QUEEN ANNE",2017,1140218.10051546
"1604","QUEEN ANNE",2018,1370414.33566434
"1605","RAINIER BEACH",1982,11600
"1606","RAINIER BEACH",1983,129000
"1607","RAINIER BEACH",1984,70125.7142857143
"1608","RAINIER BEACH",1985,66961.5384615385
"1609","RAINIER BEACH",1986,73284.2857142857
"1610","RAINIER BEACH",1987,55541.6666666667
"1611","RAINIER BEACH",1988,56433.3333333333
"1612","RAINIER BEACH",1989,80995.5384615385
"1613","RAINIER BEACH",1990,90357.1428571429
"1614","RAINIER BEACH",1991,142880.769230769
"1615","RAINIER BEACH",1992,101036.145454545
"1616","RAINIER BEACH",1993,113350.32
"1617","RAINIER BEACH",1994,121308.58490566
"1618","RAINIER BEACH",1995,97226.2195121951
"1619","RAINIER BEACH",1996,150424.315789474
"1620","RAINIER BEACH",1997,154525.301587302
"1621","RAINIER BEACH",1998,192642.052631579
"1622","RAINIER BEACH",1999,252708.571428571
"1623","RAINIER BEACH",2000,183936.378378378
"1624","RAINIER BEACH",2001,217403.925925926
"1625","RAINIER BEACH",2002,210177
"1626","RAINIER BEACH",2003,239095.088235294
"1627","RAINIER BEACH",2004,282802.375
"1628","RAINIER BEACH",2005,366063.072289157
"1629","RAINIER BEACH",2006,423589.16
"1630","RAINIER BEACH",2007,350980.183673469
"1631","RAINIER BEACH",2008,366895.419354839
"1632","RAINIER BEACH",2009,280173.413793103
"1633","RAINIER BEACH",2010,322521.212121212
"1634","RAINIER BEACH",2011,289367.2
"1635","RAINIER BEACH",2012,241977.526315789
"1636","RAINIER BEACH",2013,255054.92
"1637","RAINIER BEACH",2014,333161.160714286
"1638","RAINIER BEACH",2015,419219.74137931
"1639","RAINIER BEACH",2016,407567.634920635
"1640","RAINIER BEACH",2017,477091.385714286
"1641","RAINIER BEACH",2018,534159.354166667
"1642","RAINIER VIEW",1981,20250
"1643","RAINIER VIEW",1982,57491.8888888889
"1644","RAINIER VIEW",1983,68575.84375
"1645","RAINIER VIEW",1984,68735
"1646","RAINIER VIEW",1985,63661.8421052632
"1647","RAINIER VIEW",1986,77989.2407407407
"1648","RAINIER VIEW",1987,68173.813559322
"1649","RAINIER VIEW",1988,78585.8979591837
"1650","RAINIER VIEW",1989,94993.7777777778
"1651","RAINIER VIEW",1990,108585.085714286
"1652","RAINIER VIEW",1991,109867.7
"1653","RAINIER VIEW",1992,110821.017647059
"1654","RAINIER VIEW",1993,111610.781456954
"1655","RAINIER VIEW",1994,112983.606060606
"1656","RAINIER VIEW",1995,112237.413612565
"1657","RAINIER VIEW",1996,120227.169902913
"1658","RAINIER VIEW",1997,137339.418181818
"1659","RAINIER VIEW",1998,151819.661971831
"1660","RAINIER VIEW",1999,172642.23553719
"1661","RAINIER VIEW",2000,184220.195652174
"1662","RAINIER VIEW",2001,211206.422222222
"1663","RAINIER VIEW",2002,201564.984536082
"1664","RAINIER VIEW",2003,229750.169960474
"1665","RAINIER VIEW",2004,252478.493670886
"1666","RAINIER VIEW",2005,283405.279245283
"1667","RAINIER VIEW",2006,357412.910852713
"1668","RAINIER VIEW",2007,366577.767567568
"1669","RAINIER VIEW",2008,334433.142857143
"1670","RAINIER VIEW",2009,269521.408
"1671","RAINIER VIEW",2010,309287.198347107
"1672","RAINIER VIEW",2011,224337.924242424
"1673","RAINIER VIEW",2012,226101.2
"1674","RAINIER VIEW",2013,260086.515625
"1675","RAINIER VIEW",2014,290392.591623037
"1676","RAINIER VIEW",2015,306400.918032787
"1677","RAINIER VIEW",2016,381952.080188679
"1678","RAINIER VIEW",2017,475249.323671498
"1679","RAINIER VIEW",2018,513842.954545455
"1680","ROOSEVELT/RAVENNA",1981,56000
"1681","ROOSEVELT/RAVENNA",1982,73769.3770491803
"1682","ROOSEVELT/RAVENNA",1983,84411.6
"1683","ROOSEVELT/RAVENNA",1984,76002.8469387755
"1684","ROOSEVELT/RAVENNA",1985,87146.1681415929
"1685","ROOSEVELT/RAVENNA",1986,90907.6857142857
"1686","ROOSEVELT/RAVENNA",1987,94909.3846153846
"1687","ROOSEVELT/RAVENNA",1988,101685.634328358
"1688","ROOSEVELT/RAVENNA",1989,131056.383561644
"1689","ROOSEVELT/RAVENNA",1990,169683.456896552
"1690","ROOSEVELT/RAVENNA",1991,158871.130718954
"1691","ROOSEVELT/RAVENNA",1992,165101.907662083
"1692","ROOSEVELT/RAVENNA",1993,161840.908141962
"1693","ROOSEVELT/RAVENNA",1994,174629.765909091
"1694","ROOSEVELT/RAVENNA",1995,176984.897755611
"1695","ROOSEVELT/RAVENNA",1996,185562.865509761
"1696","ROOSEVELT/RAVENNA",1997,208366.133458647
"1697","ROOSEVELT/RAVENNA",1998,242451.192644483
"1698","ROOSEVELT/RAVENNA",1999,280162.110056926
"1699","ROOSEVELT/RAVENNA",2000,308617.911417323
"1700","ROOSEVELT/RAVENNA",2001,322480.115686274
"1701","ROOSEVELT/RAVENNA",2002,334858.340466926
"1702","ROOSEVELT/RAVENNA",2003,354631.88700565
"1703","ROOSEVELT/RAVENNA",2004,415651.093289689
"1704","ROOSEVELT/RAVENNA",2005,461028.388990826
"1705","ROOSEVELT/RAVENNA",2006,528552.864035088
"1706","ROOSEVELT/RAVENNA",2007,601343.923809524
"1707","ROOSEVELT/RAVENNA",2008,568088.274834437
"1708","ROOSEVELT/RAVENNA",2009,486577.936877076
"1709","ROOSEVELT/RAVENNA",2010,466346.189710611
"1710","ROOSEVELT/RAVENNA",2011,478366.086261981
"1711","ROOSEVELT/RAVENNA",2012,494876.08401084
"1712","ROOSEVELT/RAVENNA",2013,578066.988399072
"1713","ROOSEVELT/RAVENNA",2014,741319.055555556
"1714","ROOSEVELT/RAVENNA",2015,699507.813432836
"1715","ROOSEVELT/RAVENNA",2016,812106.389162562
"1716","ROOSEVELT/RAVENNA",2017,903556.450632911
"1717","ROOSEVELT/RAVENNA",2018,924027.44295302
"1718","ROXHILL/WESTWOOD/ARBOR HEIGHTS",1955,9500
"1719","ROXHILL/WESTWOOD/ARBOR HEIGHTS",1964,12950
"1720","ROXHILL/WESTWOOD/ARBOR HEIGHTS",1969,6500
"1721","ROXHILL/WESTWOOD/ARBOR HEIGHTS",1982,59678.8461538462
"1722","ROXHILL/WESTWOOD/ARBOR HEIGHTS",1983,62795.7142857143
"1723","ROXHILL/WESTWOOD/ARBOR HEIGHTS",1984,63435.7272727273
"1724","ROXHILL/WESTWOOD/ARBOR HEIGHTS",1985,70903.0377358491
"1725","ROXHILL/WESTWOOD/ARBOR HEIGHTS",1986,71147.7205882353
"1726","ROXHILL/WESTWOOD/ARBOR HEIGHTS",1987,69821.3648648649
"1727","ROXHILL/WESTWOOD/ARBOR HEIGHTS",1988,74388.4615384615
"1728","ROXHILL/WESTWOOD/ARBOR HEIGHTS",1989,95843.2435897436
"1729","ROXHILL/WESTWOOD/ARBOR HEIGHTS",1990,128663.098360656
"1730","ROXHILL/WESTWOOD/ARBOR HEIGHTS",1991,132358.552631579
"1731","ROXHILL/WESTWOOD/ARBOR HEIGHTS",1992,111434.275423729
"1732","ROXHILL/WESTWOOD/ARBOR HEIGHTS",1993,110807.881578947
"1733","ROXHILL/WESTWOOD/ARBOR HEIGHTS",1994,115840.522123894
"1734","ROXHILL/WESTWOOD/ARBOR HEIGHTS",1995,121639.083333333
"1735","ROXHILL/WESTWOOD/ARBOR HEIGHTS",1996,129830.25498008
"1736","ROXHILL/WESTWOOD/ARBOR HEIGHTS",1997,134178.721611722
"1737","ROXHILL/WESTWOOD/ARBOR HEIGHTS",1998,154673.475
"1738","ROXHILL/WESTWOOD/ARBOR HEIGHTS",1999,175737.884476534
"1739","ROXHILL/WESTWOOD/ARBOR HEIGHTS",2000,193870.296296296
"1740","ROXHILL/WESTWOOD/ARBOR HEIGHTS",2001,211029.14559387
"1741","ROXHILL/WESTWOOD/ARBOR HEIGHTS",2002,212575.071428571
"1742","ROXHILL/WESTWOOD/ARBOR HEIGHTS",2003,248220.121019108
"1743","ROXHILL/WESTWOOD/ARBOR HEIGHTS",2004,256998.353982301
"1744","ROXHILL/WESTWOOD/ARBOR HEIGHTS",2005,323756.95821727
"1745","ROXHILL/WESTWOOD/ARBOR HEIGHTS",2006,366432.70845481
"1746","ROXHILL/WESTWOOD/ARBOR HEIGHTS",2007,382108.81512605
"1747","ROXHILL/WESTWOOD/ARBOR HEIGHTS",2008,341502.832335329
"1748","ROXHILL/WESTWOOD/ARBOR HEIGHTS",2009,333746.9875
"1749","ROXHILL/WESTWOOD/ARBOR HEIGHTS",2010,308658.819444444
"1750","ROXHILL/WESTWOOD/ARBOR HEIGHTS",2011,255603.037974684
"1751","ROXHILL/WESTWOOD/ARBOR HEIGHTS",2012,285736.218274112
"1752","ROXHILL/WESTWOOD/ARBOR HEIGHTS",2013,291736.090909091
"1753","ROXHILL/WESTWOOD/ARBOR HEIGHTS",2014,347168.05952381
"1754","ROXHILL/WESTWOOD/ARBOR HEIGHTS",2015,398859.272727273
"1755","ROXHILL/WESTWOOD/ARBOR HEIGHTS",2016,432929.983766234
"1756","ROXHILL/WESTWOOD/ARBOR HEIGHTS",2017,540523.385214008
"1757","ROXHILL/WESTWOOD/ARBOR HEIGHTS",2018,571476.427884615
"1758","SANDPOINT",1981,114978.25
"1759","SANDPOINT",1982,125644.05952381
"1760","SANDPOINT",1983,137917.3359375
"1761","SANDPOINT",1984,117985.132450331
"1762","SANDPOINT",1985,131525.169491525
"1763","SANDPOINT",1986,133138.995983936
"1764","SANDPOINT",1987,147839.054726368
"1765","SANDPOINT",1988,148915.281914894
"1766","SANDPOINT",1989,179959.483471074
"1767","SANDPOINT",1990,234370.956989247
"1768","SANDPOINT",1991,283304.825327511
"1769","SANDPOINT",1992,215852.626865672
"1770","SANDPOINT",1993,220628.11092437
"1771","SANDPOINT",1994,226550.726510067
"1772","SANDPOINT",1995,243883.742857143
"1773","SANDPOINT",1996,253503.583881579
"1774","SANDPOINT",1997,274695.078651685
"1775","SANDPOINT",1998,331245.252348993
"1776","SANDPOINT",1999,358233.949764521
"1777","SANDPOINT",2000,423654.386106624
"1778","SANDPOINT",2001,409160.69823435
"1779","SANDPOINT",2002,423932.686567164
"1780","SANDPOINT",2003,430635.698309493
"1781","SANDPOINT",2004,516877.482023968
"1782","SANDPOINT",2005,606470.104774536
"1783","SANDPOINT",2006,671508.772012579
"1784","SANDPOINT",2007,733156.295221843
"1785","SANDPOINT",2008,730327.756944444
"1786","SANDPOINT",2009,710943.085011186
"1787","SANDPOINT",2010,682372.612903226
"1788","SANDPOINT",2011,620287.596446701
"1789","SANDPOINT",2012,636061.260784314
"1790","SANDPOINT",2013,703965.188785047
"1791","SANDPOINT",2014,719406.128158845
"1792","SANDPOINT",2015,864669.89137931
"1793","SANDPOINT",2016,999470.458609272
"1794","SANDPOINT",2017,1023870.23415493
"1795","SANDPOINT",2018,1232199.53781513
"1796","SLU/CASCADE",2002,440000
"1797","SLU/CASCADE",2008,2150000
"1798","SLU/CASCADE",2014,10256966.3333333
"1799","SLU/CASCADE",2017,268940438
"1800","SLU/CASCADE",2018,1250000
"1801","SOUTH BEACON HILL",1982,43757.5
"1802","SOUTH BEACON HILL",1983,57875
"1803","SOUTH BEACON HILL",1984,63028.5714285714
"1804","SOUTH BEACON HILL",1985,55282.9166666667
"1805","SOUTH BEACON HILL",1986,58113.3333333333
"1806","SOUTH BEACON HILL",1987,69656.25
"1807","SOUTH BEACON HILL",1988,63424.0909090909
"1808","SOUTH BEACON HILL",1989,73901.9230769231
"1809","SOUTH BEACON HILL",1990,88842.5
"1810","SOUTH BEACON HILL",1991,110496.074074074
"1811","SOUTH BEACON HILL",1992,112331.524271845
"1812","SOUTH BEACON HILL",1993,99984.5142857143
"1813","SOUTH BEACON HILL",1994,93287.3797468354
"1814","SOUTH BEACON HILL",1995,100096.550561798
"1815","SOUTH BEACON HILL",1996,116446.647887324
"1816","SOUTH BEACON HILL",1997,119504.520833333
"1817","SOUTH BEACON HILL",1998,136953.857142857
"1818","SOUTH BEACON HILL",1999,152844.714285714
"1819","SOUTH BEACON HILL",2000,160512.6875
"1820","SOUTH BEACON HILL",2001,182780.208955224
"1821","SOUTH BEACON HILL",2002,193778.75
"1822","SOUTH BEACON HILL",2003,213743.411214953
"1823","SOUTH BEACON HILL",2004,231289.904761905
"1824","SOUTH BEACON HILL",2005,269834.52
"1825","SOUTH BEACON HILL",2006,300637.258426966
"1826","SOUTH BEACON HILL",2007,330426.333333333
"1827","SOUTH BEACON HILL",2008,288287.238095238
"1828","SOUTH BEACON HILL",2009,250584.425
"1829","SOUTH BEACON HILL",2010,242404.5
"1830","SOUTH BEACON HILL",2011,210749.169491525
"1831","SOUTH BEACON HILL",2012,194900.220338983
"1832","SOUTH BEACON HILL",2013,225168.08
"1833","SOUTH BEACON HILL",2014,276048.733333333
"1834","SOUTH BEACON HILL",2015,314389.911111111
"1835","SOUTH BEACON HILL",2016,356381.788990826
"1836","SOUTH BEACON HILL",2017,412789.46875
"1837","SOUTH BEACON HILL",2018,524319.203125
"1838","SOUTH PARK",1977,32500
"1839","SOUTH PARK",1982,36055.25
"1840","SOUTH PARK",1983,49000
"1841","SOUTH PARK",1984,36500
"1842","SOUTH PARK",1985,38500
"1843","SOUTH PARK",1986,48012.3684210526
"1844","SOUTH PARK",1987,40950
"1845","SOUTH PARK",1988,50808.3333333333
"1846","SOUTH PARK",1989,51722.2222222222
"1847","SOUTH PARK",1990,61010.9375
"1848","SOUTH PARK",1991,76162.5
"1849","SOUTH PARK",1992,63671.9047619048
"1850","SOUTH PARK",1993,72130.7
"1851","SOUTH PARK",1994,67047.9516129032
"1852","SOUTH PARK",1995,73682.3958333333
"1853","SOUTH PARK",1996,149784.057971014
"1854","SOUTH PARK",1997,110047.041666667
"1855","SOUTH PARK",1998,91203.25
"1856","SOUTH PARK",1999,111061.336956522
"1857","SOUTH PARK",2000,133984.608108108
"1858","SOUTH PARK",2001,158819.791666667
"1859","SOUTH PARK",2002,152921.784313725
"1860","SOUTH PARK",2003,170789.414634146
"1861","SOUTH PARK",2004,196451.438202247
"1862","SOUTH PARK",2005,237011.757575758
"1863","SOUTH PARK",2006,266562.956521739
"1864","SOUTH PARK",2007,278990.833333333
"1865","SOUTH PARK",2008,272816.435897436
"1866","SOUTH PARK",2009,229770.119047619
"1867","SOUTH PARK",2010,220763.4
"1868","SOUTH PARK",2011,158795.05
"1869","SOUTH PARK",2012,152705.897959184
"1870","SOUTH PARK",2013,178181.534883721
"1871","SOUTH PARK",2014,211407.540983607
"1872","SOUTH PARK",2015,231649.116666667
"1873","SOUTH PARK",2016,372303.182926829
"1874","SOUTH PARK",2017,355791.136986301
"1875","SOUTH PARK",2018,426102.761904762
"1876","UNIVERSITY",1982,112265
"1877","UNIVERSITY",1983,87194.4444444444
"1878","UNIVERSITY",1984,88783.3333333333
"1879","UNIVERSITY",1985,81433.3333333333
"1880","UNIVERSITY",1986,92673.0588235294
"1881","UNIVERSITY",1987,84122.25
"1882","UNIVERSITY",1988,144625
"1883","UNIVERSITY",1989,140977.272727273
"1884","UNIVERSITY",1990,176958.333333333
"1885","UNIVERSITY",1991,194634.5625
"1886","UNIVERSITY",1992,177027.839285714
"1887","UNIVERSITY",1993,174972.639344262
"1888","UNIVERSITY",1994,172967.051724138
"1889","UNIVERSITY",1995,181976.485714286
"1890","UNIVERSITY",1996,257625
"1891","UNIVERSITY",1997,207319.571428571
"1892","UNIVERSITY",1998,271851.5
"1893","UNIVERSITY",1999,258032.285714286
"1894","UNIVERSITY",2000,335345.484375
"1895","UNIVERSITY",2001,320938.347222222
"1896","UNIVERSITY",2002,341886.694444444
"1897","UNIVERSITY",2003,331304.0625
"1898","UNIVERSITY",2004,408971.365591398
"1899","UNIVERSITY",2005,472813.52688172
"1900","UNIVERSITY",2006,513365.34375
"1901","UNIVERSITY",2007,558400
"1902","UNIVERSITY",2008,635130.678571429
"1903","UNIVERSITY",2009,520702.903225806
"1904","UNIVERSITY",2010,446510.909090909
"1905","UNIVERSITY",2011,488985.576923077
"1906","UNIVERSITY",2012,518487.274509804
"1907","UNIVERSITY",2013,702475.293103448
"1908","UNIVERSITY",2014,601425
"1909","UNIVERSITY",2015,833658.117647059
"1910","UNIVERSITY",2016,902801.595744681
"1911","UNIVERSITY",2017,1086007.27419355
"1912","UNIVERSITY",2018,1017114.84782609
"1913","WALLINGFORD",1981,62583.3333333333
"1914","WALLINGFORD",1982,76897.6578947368
"1915","WALLINGFORD",1983,79203.4090909091
"1916","WALLINGFORD",1984,71148.4193548387
"1917","WALLINGFORD",1985,76494.7763157895
"1918","WALLINGFORD",1986,81117.3977272727
"1919","WALLINGFORD",1987,90593.4470588235
"1920","WALLINGFORD",1988,106114.23943662
"1921","WALLINGFORD",1989,125390.6375
"1922","WALLINGFORD",1990,188302.459016393
"1923","WALLINGFORD",1991,175412.790697674
"1924","WALLINGFORD",1992,160824.031496063
"1925","WALLINGFORD",1993,163617.093117409
"1926","WALLINGFORD",1994,166694.104265403
"1927","WALLINGFORD",1995,181998.877934272
"1928","WALLINGFORD",1996,189647.513513514
"1929","WALLINGFORD",1997,212058.718411552
"1930","WALLINGFORD",1998,255837.266159696
"1931","WALLINGFORD",1999,278331.243421053
"1932","WALLINGFORD",2000,323270.391143911
"1933","WALLINGFORD",2001,362868.556390977
"1934","WALLINGFORD",2002,351611.264367816
"1935","WALLINGFORD",2003,381115.262458472
"1936","WALLINGFORD",2004,435099.58044164
"1937","WALLINGFORD",2005,498716.244680851
"1938","WALLINGFORD",2006,563961.014760148
"1939","WALLINGFORD",2007,611532.188073394
"1940","WALLINGFORD",2008,579565.325443787
"1941","WALLINGFORD",2009,534447.809523809
"1942","WALLINGFORD",2010,556925.949640288
"1943","WALLINGFORD",2011,520401.843971631
"1944","WALLINGFORD",2012,563170.715116279
"1945","WALLINGFORD",2013,614037.75
"1946","WALLINGFORD",2014,702359.280612245
"1947","WALLINGFORD",2015,700302.595238095
"1948","WALLINGFORD",2016,865983.957943925
"1949","WALLINGFORD",2017,938941.668367347
"1950","WALLINGFORD",2018,1034533.06629834
"1951",NA,1934,125000
"1952",NA,1954,1080
"1953",NA,1959,12250
"1954",NA,1960,2433.33333333333
"1955",NA,1962,9448.66666666667
"1956",NA,1963,16500
"1957",NA,1964,9465
"1958",NA,1965,10913.6
"1959",NA,1966,20333.3333333333
"1960",NA,1967,16312.5
"1961",NA,1968,15433.3333333333
"1962",NA,1969,9426.28571428571
"1963",NA,1970,13250
"1964",NA,1971,14050
"1965",NA,1972,22333.3333333333
"1966",NA,1973,15526.6666666667
"1967",NA,1974,12220.8
"1968",NA,1975,30147.5
"1969",NA,1976,19506.875
"1970",NA,1977,7975.9375
"1971",NA,1978,41366.5384615385
"1972",NA,1979,37749.1666666667
"1973",NA,1980,43659.6315789474
"1974",NA,1981,176864.92481203
"1975",NA,1982,148034.163187856
"1976",NA,1983,233210.113063063
"1977",NA,1984,280742.168981961
"1978",NA,1985,318027.320324642
"1979",NA,1986,444918.88481878
"1980",NA,1987,135228.224508519
"1981",NA,1988,186156.136264004
"1982",NA,1989,280450.969702744
"1983",NA,1990,340978.900720663
"1984",NA,1991,254332.957957958
"1985",NA,1992,283688.45224101
"1986",NA,1993,372667.984008657
"1987",NA,1994,296554.248835305
"1988",NA,1995,288531.929879526
"1989",NA,1996,378303.663060943
"1990",NA,1997,622919.75671898
"1991",NA,1998,572048.077918521
"1992",NA,1999,490312.979432165
"1993",NA,2000,561971.948875256
"1994",NA,2001,577417.111655107
"1995",NA,2002,781525.185399414
"1996",NA,2003,1496550.74246942
"1997",NA,2004,913454.417686754
"1998",NA,2005,1024547.50381429
"1999",NA,2006,1029135.43485061
"2000",NA,2007,1251470.40260663
"2001",NA,2008,913143.589365633
"2002",NA,2009,675828.046926103
"2003",NA,2010,1377394.59872923
"2004",NA,2011,997424.704629745
"2005",NA,2012,1244396.35921601
"2006",NA,2013,3970197.3834901
"2007",NA,2014,1111921.91449936
"2008",NA,2015,2697982.65800429
"2009",NA,2016,1304158.73944337
"2010",NA,2017,1261708.98278834
"2011",NA,2018,1220368.61511673
"2012",NA,2021,795000
